Business Name,Address,Phone Number,Facility Type,Referral Priority
SANTE OF SURPRISE,"14775 W YORKSHIRE DR, SURPRISE, AZ 85374-7224",623-594-5050,Exclude / Not Useful,X
SCOTTSDALE DETOX,"7283 E EARLL DR STE B, SCOTTSDALE, AZ 85251-7230",480-216-7577,Exclude / Not Useful,X
SCOTTSDALE KIDNEY CENTER LLC,"6970 E CHAUNCEY LN, PHOENIX, AZ 85054-5157",480-515-2160,Exclude / Not Useful,X
"SCOTTSDALE PAIN CENTER, LLC","7010 E CHAUNCEY LN, PHOENIX, AZ 85054-3111",480-935-3382,Exclude / Not Useful,X
"SCOTTSDALE PROVIDENCE RECOVERY CENTER, INC.","8889 E VIA LINDA, SCOTTSDALE, AZ 85258-5420",480-284-7440,Exclude / Not Useful,X
SCOTTSDALE RECOVERY II LLC,"10227 N SCOTTSDALE RD, SCOTTSDALE, AZ 85253-1424",480-466-7773,Exclude / Not Useful,X
"SCOTTSDALE RECOVERY II, LLC","8149 N 87TH PL, SCOTTSDALE, AZ 85258-4352",480-699-9044,Exclude / Not Useful,X
"SCOTTSDALE TREATMENT INSTITUTE, P L C","3200 N HAYDEN RD, SCOTTSDALE, AZ 85251-6652",480-429-9044,Exclude / Not Useful,X
SCOTTSDALE VIRTUAL CLINIC,"6991 E CAMELBACK RD STE D300, SCOTTSDALE, AZ 85251-2492",952-649-8971,Exclude / Not Useful,X
"SENTIENCE PSYCHOLOGICAL SERVICES, PLLC","300 W CLARENDON AVE STE 470, PHOENIX, AZ 85013-3475",602-730-4450,Exclude / Not Useful,X
"SENTIENCE, PLLC","300 W CLARENDON AVE STE 470, PHOENIX, AZ 85013-3475",602-730-4450,Exclude / Not Useful,X
SEQUOIA BEHAVIORAL HEALTH LLC,"2152 S VINEYARD # BUI, MESA, AZ 85210-6871",928-460-0862,Exclude / Not Useful,X
SERENE LIFE SERVICES LLC,"13820 N 51ST AVE STE 10, GLENDALE, AZ 85306-4885",480-404-4969,Exclude / Not Useful,X
SERVING HANDS LLC,"1714 W LINCOLN ST STE 1B, PHOENIX, AZ 85007-3328",602-675-0583,Exclude / Not Useful,X
SHALOM INTEGRATED BEHAVIORAL CLINIC LLC,"540 W IRON AVE STE 20, MESA, AZ 85210-6025",520-304-8856,Exclude / Not Useful,X
SHINING NEW LIGHT LLC,"4050 E GREENWAY RD, PHOENIX, AZ 85032-4700",623-900-7568,Exclude / Not Useful,X
SIGMA WELLNESS CENTER,"2200 S PRIEST DR STE 103, TEMPE, AZ 85282-1109",480-764-5111,Exclude / Not Useful,X
SIMONMED IMAGING - AHWATUKEE,"15810 S 45TH ST, PHOENIX, AZ 85048-7694",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - AHWATUKEE NORTH,"13838 S 46TH PL STE 20, PHOENIX, AZ 85044-7800",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - ANTHEM,"3618 W ANTHEM WAY STE D104, ANTHEM, AZ 85086-0458",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - ARROWHEAD,"6320 W UNION HILLS DR, GLENDALE, AZ 85308-1096",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - AVONDALE,"10815 W MCDOWELL RD, AVONDALE, AZ 85392-5007",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - AVONDALE AKOS,"10825 W MCDOWELL RD STE 110, AVONDALE, AZ 85392-5107",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - BAYWOOD,"130 S 63RD ST, MESA, AZ 85206-1620",602-320-3344,Exclude / Not Useful,X
SIMONMED IMAGING - BILTMORE,"2502 E CAMELBACK RD STE 160, PHOENIX, AZ 85016-9315",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - BUCKEYE,"818 S WATSON RD STE 10, BUCKEYE, AZ 85326-3422",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - CAMELBACK,"2141 E CAMELBACK RD, PHOENIX, AZ 85016-4764",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - CHANDLER SOUTH,"725 S DOBSON RD STE A, CHANDLER, AZ 85224-5680",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - COPPERPOINT,"3570 S VAL VISTA DR # SU, GILBERT, AZ 85297-7326",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - CREEKSIDE,"7200 W BELL RD STE B, GLENDALE, AZ 85308-8529",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - DEER VALLEY,"20414 N 27TH AVE, PHOENIX, AZ 85027-3250",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - DESERT RIDGE,"20830 N TATUM BLVD, PHOENIX, AZ 85050-7256",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - DOBSON VILLAGE I,"235 S DOBSON RD, CHANDLER, AZ 85224-6229",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - DOBSON VILLAGE II,"1870 W FRYE RD STE 3, CHANDLER, AZ 85224-6233",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - DOBSON WOMEN'S CENTER,"1960 W FRYE RD STE 1, CHANDLER, AZ 85224-6238",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - EAST BELL,"4045 E BELL RD STE 145, PHOENIX, AZ 85032-2239",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - ESTRELLA,"8921 W THOMAS RD STE 1, PHOENIX, AZ 85037-3244",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - FASHION SQUARE,"6740 E CAMELBACK RD, SCOTTSDALE, AZ 85251-2096",602-320-3344,Exclude / Not Useful,X
SIMONMED IMAGING - FOUNTAINS,"5620 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4636",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - GOODYEAR,"13555 W MCDOWELL RD, GOODYEAR, AZ 85395-2624",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - GREENFIELD,"1425 S GREENFIELD RD, MESA, AZ 85206-5529",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - HIGLEY,"5424 E SOUTHERN AVE # SUI, MESA, AZ 85206-3621",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - KYRENE,"8380 S KYRENE RD, TEMPE, AZ 85284-2120",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - LAVEEN,"7205 S 51ST AVE STE 101, LAVEEN, AZ 85339-7399",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - LITCHFIELD,"1325 N LITCHFIELD RD STE 1, GOODYEAR, AZ 85395-1213",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - MCCLINTOCK,"6200 S MCCLINTOCK DR STE 114, TEMPE, AZ 85283-3449",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - MCKELLIPS,"1345 E MCKELLIPS RD STE 106, MESA, AZ 85203-2721",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - MESA DESERT,"1111 S DOBSON RD, MESA, AZ 85202-3902",602-320-3344,Exclude / Not Useful,X
SIMONMED IMAGING - METRO II,"3201 W PEORIA AVE, PHOENIX, AZ 85029-4608",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - MOUNTAIN VIEW,"9201 E MOUNTAIN VIEW RD, SCOTTSDALE, AZ 85258-5199",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - NORTH GILBERT SUPERSTITION,"875 N GREENFIELD RD # SUI, GILBERT, AZ 85234-5044",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - PALM VALLEY,"13657 W MCDOWELL RD, GOODYEAR, AZ 85395-2601",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - PARADISE VALLEY,"4219 E BELL RD, PHOENIX, AZ 85032-3366",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - PEORIA PLAZA,"9139 W THUNDERBIRD RD # SU, PEORIA, AZ 85381-4913",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - PHOENIX,"2620 N 3RD ST STE 1, PHOENIX, AZ 85004-1153",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - PHOENIX HIGH FIELD,"1331 N 7TH ST STE 1, PHOENIX, AZ 85006-2754",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - PLAZA DEL RIO,"13090 N 94TH DR, PEORIA, AZ 85381-4256",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - QUEEN CREEK,"36297 NORTH GANTZEL ROAD, SUIT, QUEEN CREEK, 85240",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - RITTENHOUSE,"21115 E RITTENHOUSE RD, QUEEN CREEK, AZ 85142-4838",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - ROME TOWERS,"1760 E PECOS RD STE 101, GILBERT, AZ 85295-3201",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - SPECTRUM,"2680 S VAL VISTA DR, GILBERT, AZ 85295-2152",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - STAND UP OPEN MRI,"1110 E MISSOURI AVE STE 410, PHOENIX, AZ 85014-2704",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - SUN CITY PEORIA,"9403 W THUNDERBIRD RD, PEORIA, AZ 85381-4825",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - SUN CITY WEST,"13624 W CAMINO DEL SOL # SUI, SUN CITY WEST, AZ 85375-3403",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - SUN LAKES,"10440 E RIGGS RD STE 11, SUN LAKES, AZ 85248-7751",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - SUNLAKES II,"10440 E RIGGS RD STE 1, SUN LAKES, AZ 85248-7751",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - SURPRISE STADIUM VILLAGE,"14823 W BELL RD STE 11, SURPRISE, AZ 85374-7607",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - THOMPSON PEAK,"7304 E DEER VALLEY RD # SU, SCOTTSDALE, AZ 85255-7450",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING - THUNDERBIRD I,"5410 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4711",602-688-6116,Exclude / Not Useful,X
"SIMONMED IMAGING - THUNDERBIRD II, III & BIOPSY","5410 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4711",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING- THOMAS,"2830 N 3RD ST, PHOENIX, AZ 85004-1042",602-688-6116,Exclude / Not Useful,X
SIMONMED IMAGING-19TH AVE & WOMEN'S CENTER,"6707 N 19TH AVE, PHOENIX, AZ 85015-1104",602-688-6116,Exclude / Not Useful,X
SIMPLY SERENE WELLNESS CENTER,"939 E IMPALA AVE, MESA, AZ 85204-6619",508-615-7980,Exclude / Not Useful,X
SISU HEALTHCARE SOLUTIONS,"914 S 52ND ST STE 11, TEMPE, AZ 85281-9500",480-999-4488,Exclude / Not Useful,X
SKIN SCIENCE,"2777 E CAMELBACK RD, PHOENIX, AZ 85016-4347",480-946-7939,Exclude / Not Useful,X
SKIN SCIENCE,"2777 E CAMELBACK RD STE 1, PHOENIX, AZ 85016-4347",480-946-7939,Exclude / Not Useful,X
SKY KING DEVELOPMENT LLC,"1017 S GILBERT RD, MESA, AZ 85204-4442",612-206-4711,Exclude / Not Useful,X
SMC - ARIZONA,"10207 N SCOTTSDALE RD, SCOTTSDALE, AZ 85253-1424",480-414-2596,Exclude / Not Useful,X
SMILING SPIRITS GENERATIONS,"1007 E WARNER RD STE 11, TEMPE, AZ 85284-3242",480-504-2676,Exclude / Not Useful,X
"SOBA MESA, LLC","6262 E BROADWAY RD, MESA, AZ 85206-6101",480-664-4053,Exclude / Not Useful,X
SOBA RECOVERY CENTER,"6215 E ARBOR AVE, MESA, AZ 85206-6064",480-664-4053,Exclude / Not Useful,X
SOBERMAN'S ESTATE LLC,"3010 E CLOUD RD BLDG SW, CAVE CREEK, AZ 85331-5621",480-952-2222,Exclude / Not Useful,X
SOFI HEALTH CLINIC LLC,"1020 W SOUTHERN AVE, MESA, AZ 85210-4808",661-523-5398,Exclude / Not Useful,X
SOJOURNER HEALTH CENTER,"2224 E FILLMORE ST, PHOENIX, AZ 85006-3815",480-222-9294,Exclude / Not Useful,X
SOLEO HEALTH INC,"1757 E BASELINE RD STE 133, GILBERT, AZ 85233-1535",520-762-7254,Exclude / Not Useful,X
SOLEO HEALTH INC,"415 S 48TH ST STE 1, TEMPE, AZ 85281-2357",844-296-0222,Exclude / Not Useful,X
SOLIS MAMMOGRAPHY,"11220 N TATUM BLVD, PHOENIX, AZ 85028-1617",602-234-2601,Exclude / Not Useful,X
SOLIS MAMMOGRAPHY,"18699 N 67TH AVE, GLENDALE, AZ 85308-7140",623-218-7702,Exclude / Not Useful,X
SOLIS MAMMOGRAPHY,"2081 W FRYE RD, CHANDLER, AZ 85224-6278",480-499-9102,Exclude / Not Useful,X
SOLIS MAMMOGRAPHY,"1661 E CAMELBACK RD, PHOENIX, AZ 85016-3911",602-234-2601,Exclude / Not Useful,X
SONO BELLO,"9377 E BELL RD STE 155, SCOTTSDALE, AZ 85260-1503",562-392-0830,Exclude / Not Useful,X
SOUNDMIND COUNSELING,"2432 W PEORIA AVE, PHOENIX, AZ 85029-4726",480-382-6522,Exclude / Not Useful,X
SOUTH MOUNTAIN POST ACUTE,"8008 S JESSE OWENS PKWY, PHOENIX, AZ 85042-6516",602-243-2748,Exclude / Not Useful,X
SOUTH PHOENIX INTEGRITY HOUSE,"1612 E SOUTHERN AVE, PHOENIX, AZ 85040-3534",520-907-1437,Exclude / Not Useful,X
SOUTHWEST BEHAVIORAL HEALTH - SAS,"1424 S 7TH AVE, PHOENIX, AZ 85007-3902",602-285-4238,Exclude / Not Useful,X
SOUTHWEST BEHAVIORAL HEALTH SERVICES OPPORTUNITY C,"2345 W GLENDALE AVE, PHOENIX, AZ 85021-7672",602-265-8338,Exclude / Not Useful,X
"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC-CRISIS R","1424 S 7TH AVE, PHOENIX, AZ 85007-3902",602-257-1558,Exclude / Not Useful,X
"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC.","11221 N 28TH DR, PHOENIX, AZ 85029-5615",602-285-4318,Exclude / Not Useful,X
"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC.","1255 WEST BASELINE, SUITES 104, MESA, AZ 85202",602-257-9339,Exclude / Not Useful,X
"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC. - BUCKE","26428 W US HIGHWAY 85, BUCKEYE, AZ 85326-5002",602-285-4318,Exclude / Not Useful,X
"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC. - CRU 2","1424 S 7TH AVE, PHOENIX, AZ 85007-3902",602-285-4330,Exclude / Not Useful,X
SOUTHWEST BEHAVIORAL HEALTH SERVICES-CHANDLER CARE,"777 GALVESTON STREET, CHANDLER, AZ 85225",602-285-4226,Exclude / Not Useful,X
SOUTHWEST BEHAVIORAL HEALTH SERVICES-RECOVERY TRAN,"2042 N 35TH AVE, PHOENIX, AZ 85009-2353",602-285-4226,Exclude / Not Useful,X
SOUTHWEST CENTER,"1101 N CENTRAL AVE # SUI, PHOENIX, AZ 85004-1808",602-307-5330,Exclude / Not Useful,X
SOUTHWEST HUMAN DEVELOPMENT,"2850 N 24TH ST 3RD FL, PHOENIX, AZ 85008-1004",602-266-5976,Exclude / Not Useful,X
"SOUTHWEST NETWORK, INC - SAN TAN CLINIC","1465 W CHANDLER BLVD, CHANDLER, AZ 85224-6237",480-786-8200,Exclude / Not Useful,X
"SOUTHWEST NETWORK, INC. - BELL ROAD CLINIC","9051 W KELTON LN STE 1, PEORIA, AZ 85382-3533",623-815-5700,Exclude / Not Useful,X
"SOUTHWEST NETWORK, INC. - CHANDLER CLINIC","3140 N ARIZONA AVE # SUI, CHANDLER, AZ 85225-7165",480-497-4040,Exclude / Not Useful,X
"SOUTHWEST NETWORK, INC. - ESTRELLA VISTA SITE","1840 N 95TH AVE, PHOENIX, AZ 85037-4444",602-266-8402,Exclude / Not Useful,X
"SOUTHWEST NETWORK, INC. - NORTHERN STAR","2311 W ROYAL PALM RD, PHOENIX, AZ 85021-4924",602-266-8402,Exclude / Not Useful,X
"SOUTHWEST NETWORK, INC. - SAGUARO CLINIC","3227 E BELL RD STE 170, PHOENIX, AZ 85032-8710",602-652-3500,Exclude / Not Useful,X
"SOUTHWEST THERAPY SPECIALISTS, PC","7540 N 19TH AVE, PHOENIX, AZ 85021-7967",602-249-9129,Exclude / Not Useful,X
SPECTRUM MEDICAL CARE CENTER,"52 E MONTEREY WAY STE A, PHOENIX, AZ 85012-2628",602-604-9500,Exclude / Not Useful,X
SPIRIT-MIND-BODY,"9950 W VAN BUREN ST, AVONDALE, AZ 85323-5322",602-877-8107,Exclude / Not Useful,X
ST JOSEPH'S HOSP AND MED CTR EMERGENCY DEPT - LITC,"4975 N DYSART RD, LITCHFIELD PARK, AZ 85340-3082",602-406-0077,Exclude / Not Useful,X
ST JOSEPH'S RECOVERY CARE CENTER,"240 W THOMAS RD STE B, PHOENIX, AZ 85013-4407",602-406-4652,Exclude / Not Useful,X
ST. LUKE'S BEHAVIORAL HEALTH CENTER,"1800 E VAN BUREN ST, PHOENIX, AZ 85006-3742",602-251-8535,Exclude / Not Useful,X
ST. VINCENT DE PAUL VIRGINIA G. PIPER MEDICAL & DE,"420 W WATKINS ST, PHOENIX, AZ 85003-2830",602-261-6825,Exclude / Not Useful,X
"STAND-UP MRI OF ARIZONA, LLC","8581 W KELTON LN STE 2, PEORIA, AZ 85382-4757",623-815-8500,Exclude / Not Useful,X
"STAND-UP MRI OF ARIZONA, LLC","1112 E MCDOWELL RD, PHOENIX, AZ 85006-2629",623-815-8500,Exclude / Not Useful,X
STARLIGHT PEDIATRICS URGENT CARE,"3507 S MERCY RD, GILBERT, AZ 85297-0441",480-916-4935,Exclude / Not Useful,X
STEP BY STEP HEALTH AND WELLNESS CENTER,"4515 S MCCLINTOCK DR STE 21, TEMPE, AZ 85282-7376",602-621-7577,Exclude / Not Useful,X
STEP UP ARIZONA LLC,"12725 W INDIAN SCHOOL RD, AVONDALE, AZ 85392-9520",602-361-9724,Exclude / Not Useful,X
STI-LITCHFIELD,"1325 N LITCHFIELD RD, GOODYEAR, AZ 85395-1213",623-440-5487,Exclude / Not Useful,X
STONEBROOK DIALYSIS,"14671 W MOUNTAIN VIEW BLVD, SURPRISE, AZ 85374-4840",623-232-3382,Exclude / Not Useful,X
"STONEWALL INSTITUTE, L L C","4020 N 20TH ST, PHOENIX, AZ 85016-6028",602-535-6468,Exclude / Not Useful,X
"SUMMIT BHC MESA, LLC","846 N CENTER ST, MESA, AZ 85201-4201",480-464-5764,Exclude / Not Useful,X
SUN HEALTH CENTER FOR HEALTH & WELLBEING,"14719 W GRAND AVE, SURPRISE, AZ 85374-7203",623-471-9355,Exclude / Not Useful,X
"SUN VALLEY PEDIATRIC & FAMILY URGENT CARE, P C","135 E RAY RD STE 3, CHANDLER, AZ 85225-3376",480-355-5437,Exclude / Not Useful,X
SUN VALLEY RECOVERY SERVICES LLC,"1076 W CHANDLER BLVD STE 11, CHANDLER, AZ 85224-5225",480-252-0021,Exclude / Not Useful,X
SUNLIGHT MEDICAL SERVICES PLLC,"5750 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4660",480-300-6065,Exclude / Not Useful,X
"SUNRISE WELLNESS CENTER, LLC","23460 N 19TH AVE STE 125, PHOENIX, AZ 85027-2150",602-561-6794,Exclude / Not Useful,X
SURESTEP LLC,"1220 S ALMA SCHOOL RD, MESA, AZ 85210-2068",480-246-8998,Exclude / Not Useful,X
SWAGEL WOOTTON EYE CENTER INC,"220 S 63RD ST, MESA, AZ 85206-1619",480-641-3937,Exclude / Not Useful,X
SWAGEL WOOTTON EYE CENTER INC,"3940 S ALMA SCHOOL RD, CHANDLER, AZ 85248-4513",480-641-3937,Exclude / Not Useful,X
SWEETWATER RIDGE DIALYSIS,"7362 W THUNDERBIRD RD # SU, PEORIA, AZ 85381-5028",623-486-0327,Exclude / Not Useful,X
SYNERGY MENTAL HEALTH AND WELLNESS INTEGRATED,"1492 S MILL AVE, TEMPE, AZ 85281-5652",480-508-0882,Exclude / Not Useful,X
SYNERGY MENTAL HEALTH AND WELLNESS INTEGRATED,"8350 E RAINTREE DR, SCOTTSDALE, AZ 85260-2695",480-508-0882,Exclude / Not Useful,X
SYNERGY MENTAL HEALTH AND WELLNESS INTEGRATED,"6120 W BELL RD STE 130, GLENDALE, AZ 85308-3782",480-508-0882,Exclude / Not Useful,X
TEMPE DIALYSIS CENTER,"2149 E WARNER RD STE 1, TEMPE, AZ 85284-3494",480-730-3531,Exclude / Not Useful,X
TEMPE PERSONAL INJURY SPECIALISTS,"1001 E WARNER RD STE 103, TEMPE, AZ 85284-3224",480-597-4321,Exclude / Not Useful,X
TEMPE POST ACUTE,"6100 S RURAL RD, TEMPE, AZ 85283-2904",480-831-8660,Exclude / Not Useful,X
TERI'S HEALTH SERVICES,"14040 N CAVE CREEK RD # SUI, PHOENIX, AZ 85022-6117",602-358-7073,Exclude / Not Useful,X
TERI'S HEALTH SERVICES LLC,"7205 S 51ST AVE, LAVEEN, AZ 85339-7398",602-503-0710,Exclude / Not Useful,X
TERI'S HEALTH SERVICES LLC,"14040 N CAVE CREEK RD STE 10, PHOENIX, AZ 85022-6117",602-503-0710,Exclude / Not Useful,X
TERROS HEALTH,"10844 N 23RD AVE, PHOENIX, AZ 85029-4939",602-353-2340,Exclude / Not Useful,X
TERROS HEALTH,"4451 E OAK ST, PHOENIX, AZ 85008-2410",602-957-2220,Exclude / Not Useful,X
TERROS HEALTH,"1642 S PRIEST DR, TEMPE, AZ 85281-6204",602-952-3412,Exclude / Not Useful,X
TERROS HEALTH,"4616 N 51ST AVE, PHOENIX, AZ 85031-1716",602-685-6000,Exclude / Not Useful,X
TERROS HEALTH,"8804 N 23RD AVE, PHOENIX, AZ 85021-4160",602-685-6000,Exclude / Not Useful,X
TERROS HEALTH,"3540 E BASELINE RD, PHOENIX, AZ 85042-9627",602-323-3000,Exclude / Not Useful,X
TERROS HEALTH,"2445 W INDIANOLA AVE, PHOENIX, AZ 85015-5486",602-685-6000,Exclude / Not Useful,X
TERROS HEALTH,"222 E JAVELINA AVE, MESA, AZ 85210-6201",602-921-8969,Exclude / Not Useful,X
"TERROS, INC","262 E UNIVERSITY DR, MESA, AZ 85201-5932",602-921-8969,Exclude / Not Useful,X
"TERROS, INC","40 E MITCHELL DR, PHOENIX, AZ 85012-2330",602-264-4331,Exclude / Not Useful,X
THE ACADEMY OF BEHAVIORAL HEALTH AND WELLNESS,"3925 E BROADWAY RD STE 200, PHOENIX, AZ 85040-2977",480-765-3018,Exclude / Not Useful,X
THE AKANI CENTER ( T A C ),"135 E RAY RD STE 56, CHANDLER, AZ 85225-3376",602-288-3657,Exclude / Not Useful,X
THE BARBELL SAVES OUTPATIENT CENTER,"11042 N 24TH AVE STE 102, PHOENIX, AZ 85029-4777",612-554-2224,Exclude / Not Useful,X
THE COMMUNITY OF HOPE,"1736 W BELL RD, PHOENIX, AZ 85023-3414",602-473-1286,Exclude / Not Useful,X
THE CORE INSTITUTE,"18444 N 25TH AVE, PHOENIX, AZ 85023-1261",623-241-8630,Exclude / Not Useful,X
THE CORE INSTITUTE,"10494 W THUNDERBIRD BLVD, SUN CITY, AZ 85351-3058",623-474-3659,Exclude / Not Useful,X
THE CORE INSTITUTE,"14520 W GRANITE VALLEY DR, SUN CITY WEST, AZ 85375-5855",623-455-7119,Exclude / Not Useful,X
THE CORE INSTITUTE,"1500 S DOBSON RD, MESA, AZ 85202-4713",623-241-8630,Exclude / Not Useful,X
THE CORE INSTITUTE,"14520 W GRANITE VALLEY DR, SUN CITY WEST, AZ 85375-5855",623-241-8630,Exclude / Not Useful,X
THE CORE INSTITUTE,"3591 S MERCY RD STE 1, GILBERT, AZ 85297-0422",623-241-8681,Exclude / Not Useful,X
THE CORE INSTITUTE,"8952 E DESERT COVE AVE, SCOTTSDALE, AZ 85260-6775",623-455-7119,Exclude / Not Useful,X
THE CORE INSTITUTE,"10494 W THUNDERBIRD BLVD, SUN CITY, AZ 85351-3058",623-455-7119,Exclude / Not Useful,X
THE CORE INSTITUTE,"10484 W THUNDERBIRD BLVD, SUN CITY, AZ 85351-6019",623-455-7119,Exclude / Not Useful,X
THE CORE INSTITUTE,"3591 S MERCY RD STE 2, GILBERT, AZ 85297-0422",623-455-7119,Exclude / Not Useful,X
THE CORE INSTITUTE,"9321 W THOMAS RD STE 305, PHOENIX, AZ 85037-3395",623-455-7119,Exclude / Not Useful,X
THE CORE INSTITUTE,"13995 W STATLER BLVD, SURPRISE, AZ 85374-5501",623-455-7119,Exclude / Not Useful,X
THE CORE INSTITUTE,"18444 N 25TH AVE, PHOENIX, AZ 85023-1261",623-455-7119,Exclude / Not Useful,X
THE CORE INSTITUTE,"9321 W THOMAS RD STE 2, PHOENIX, AZ 85037-3387",623-241-8630,Exclude / Not Useful,X
THE CORE INSTITUTE- MESA SUITE 200,"1500 S DOBSON RD STE 200, MESA, AZ 85202-4724",623-455-7119,Exclude / Not Useful,X
THE HOPE HOUSE #1 5,"28901 N 114TH ST, SCOTTSDALE, AZ 85262-4757",480-447-4252,Exclude / Not Useful,X
THE HOPE INSTITUTE OF CHANDLER UNIFIED,"1845 E QUEEN CREEK RD, GILBERT, AZ 85297-8401",419-482-8382,Exclude / Not Useful,X
THE LITTLE CLINIC OF ARIZONA LLC,"2724 S SIGNAL BUTTE RD, MESA, AZ 85209-2104",615-425-4228,Exclude / Not Useful,X
THE OCD AND ANXIETY TREATMENT CENTER,"1801 S EXTENSION RD, MESA, AZ 85210-5969",801-298-2000,Exclude / Not Useful,X
THE PATHWAY PROGRAM,"4820 S MILL AVE, TEMPE, AZ 85282-7737",480-921-4050,Exclude / Not Useful,X
THE RESTORATION CIRCLE INC,"2412 W GREENWAY RD STE B1, PHOENIX, AZ 85023-4240",310-927-2901,Exclude / Not Useful,X
THE STONE COMMUNITY HEALTH CENTER LLC,"423 N COUNTRY CLUB DR, MESA, AZ 85201-5717",480-276-0689,Exclude / Not Useful,X
THE WELLNESS TREE,"3210 S GILBERT RD, CHANDLER, AZ 85286-5108",602-544-7511,Exclude / Not Useful,X
"THERAPY MATTERS, INC","670 N ARIZONA AVE, CHANDLER, AZ 85225-6741",602-790-8923,Exclude / Not Useful,X
THERAPY SOLUTIONS,"1783 E QUEEN CREEK RD STE 1, CHANDLER, AZ 85286-2013",480-820-6366,Exclude / Not Useful,X
THERAPY SOLUTIONS,"690 E WARNER RD STE 105, GILBERT, AZ 85296-3055",480-820-6366,Exclude / Not Useful,X
THERAPY SOLUTIONS,"690 E WARNER RD STE 107, GILBERT, AZ 85296-3055",480-820-6366,Exclude / Not Useful,X
THERAPY WITH PURPOSE LLC,"8607 N 59TH AVE STE C1, GLENDALE, AZ 85302-5435",480-404-0844,Exclude / Not Useful,X
THINKING LEARNING TOGETHER 2 LLC,"2837 N 75TH AVE, PHOENIX, AZ 85035-1217",623-845-1999,Exclude / Not Useful,X
THRIVE THERAPY SCOTTSDALE LLC,"4545 E SHEA BLVD STE 100, PHOENIX, AZ 85028-3085",602-529-6557,Exclude / Not Useful,X
THUNDERBIRD TREATMENT CENTER,"13820 N 51ST AVE, GLENDALE, AZ 85306-4885",602-938-2301,Exclude / Not Useful,X
TIA ARIZONA LLC,"15051 N KIERLAND BLVD, SCOTTSDALE, AZ 85254-8141",646-989-3775,Exclude / Not Useful,X
