Business Name,Address,Phone Number,Facility Type,Priority
SIERRA VISTA MEDICAL GROUP OB/GYN CLINIC,"5750 E HIGHWAY 90 # 3, SIERRA VISTA, AZ 85635-9111",520-263-3001,Other,Low
SIERRA VISTA MEDICAL GROUP PEDIATRICS,"5750 E HIGHWAY 90 STE 37, SIERRA VISTA, AZ 85635-9111",520-263-3763,Other,Low
SIERRA VISTA MEDICAL GROUP SURGERY CLINIC,"75 COLONIA DE SALUD STE 100, SIERRA VISTA, AZ 85635-2485",520-263-3690,Other,Low
SIERRA VISTA MEDICAL GROUP UROLOGY & GASTROENTEROL,"75 COLONIA DE SALUD STE 200, SIERRA VISTA, AZ 85635-2486",520-263-3001,Other,Low
SIGMA WELLNESS CENTER,"2200 S PRIEST DR STE 103, TEMPE, AZ 85282-1109",480-764-5111,Other,Low
SILVER CREEK FAMILY PRACTICE,"2500 CANYON RD BLDG B, BULLHEAD CITY, AZ 86442-8624",928-763-9290,Primary Care Office,Low
"SILVER SANDS RECOVERY, LLC","3636 CROSSINGS DR STE C, PRESCOTT, AZ 86305-7190",928-231-2449,Other,Low
"SILVER SANDS RECOVERY, LLC","3636 CROSSINGS DR STE A, PRESCOTT, AZ 86305-7190",928-231-2449,Other,Low
SIMONMED IMAGING - AHWATUKEE,"15810 S 45TH ST, PHOENIX, AZ 85048-7694",602-688-6116,Other,Low
SIMONMED IMAGING - AHWATUKEE NORTH,"13838 S 46TH PL STE 20, PHOENIX, AZ 85044-7800",602-688-6116,Other,Low
SIMONMED IMAGING - ANTHEM,"3618 W ANTHEM WAY STE D104, ANTHEM, AZ 85086-0458",602-688-6116,Other,Low
SIMONMED IMAGING - APACHE JUNCTION,"2080 W SOUTHERN AVE, APACHE JUNCTION, AZ 85120-7455",602-688-6116,Other,Low
SIMONMED IMAGING - ARROWHEAD,"6320 W UNION HILLS DR, GLENDALE, AZ 85308-1096",602-688-6116,Other,Low
SIMONMED IMAGING - AVONDALE,"10815 W MCDOWELL RD, AVONDALE, AZ 85392-5007",602-688-6116,Other,Low
SIMONMED IMAGING - AVONDALE AKOS,"10825 W MCDOWELL RD STE 110, AVONDALE, AZ 85392-5107",602-688-6116,Other,Low
SIMONMED IMAGING - BAYWOOD,"130 S 63RD ST, MESA, AZ 85206-1620",602-320-3344,Other,Low
SIMONMED IMAGING - BILTMORE,"2502 E CAMELBACK RD STE 160, PHOENIX, AZ 85016-9315",602-688-6116,Other,Low
SIMONMED IMAGING - BUCKEYE,"818 S WATSON RD STE 10, BUCKEYE, AZ 85326-3422",602-688-6116,Other,Low
SIMONMED IMAGING - CAMELBACK,"2141 E CAMELBACK RD, PHOENIX, AZ 85016-4764",602-688-6116,Other,Low
SIMONMED IMAGING - CASA GRANDE,"1664 EAST FLORENCE BOULEVARD S, CASA GRANDE, 85222",602-688-6116,Other,Low
SIMONMED IMAGING - CHANDLER SOUTH,"725 S DOBSON RD STE A, CHANDLER, AZ 85224-5680",602-688-6116,Other,Low
SIMONMED IMAGING - COPPERPOINT,"3570 S VAL VISTA DR # SU, GILBERT, AZ 85297-7326",602-688-6116,Other,Low
SIMONMED IMAGING - CREEKSIDE,"7200 W BELL RD STE B, GLENDALE, AZ 85308-8529",602-688-6116,Other,Low
SIMONMED IMAGING - DEER VALLEY,"20414 N 27TH AVE, PHOENIX, AZ 85027-3250",602-688-6116,Other,Low
SIMONMED IMAGING - DESERT RIDGE,"20830 N TATUM BLVD, PHOENIX, AZ 85050-7256",602-688-6116,Other,Low
SIMONMED IMAGING - DOBSON VILLAGE I,"235 S DOBSON RD, CHANDLER, AZ 85224-6229",602-688-6116,Other,Low
SIMONMED IMAGING - DOBSON VILLAGE II,"1870 W FRYE RD STE 3, CHANDLER, AZ 85224-6233",602-688-6116,Other,Low
SIMONMED IMAGING - DOBSON WOMEN'S CENTER,"1960 W FRYE RD STE 1, CHANDLER, AZ 85224-6238",602-688-6116,Other,Low
SIMONMED IMAGING - EAST BELL,"4045 E BELL RD STE 145, PHOENIX, AZ 85032-2239",602-688-6116,Other,Low
SIMONMED IMAGING - ESTRELLA,"8921 W THOMAS RD STE 1, PHOENIX, AZ 85037-3244",602-688-6116,Other,Low
SIMONMED IMAGING - FASHION SQUARE,"6740 E CAMELBACK RD, SCOTTSDALE, AZ 85251-2096",602-320-3344,Other,Low
SIMONMED IMAGING - FLAGSTAFF,"1000 N HUMPHREYS ST STE 10, FLAGSTAFF, AZ 86001-3136",602-688-6116,Other,Low
SIMONMED IMAGING - FOUNTAINS,"5620 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4636",602-688-6116,Other,Low
SIMONMED IMAGING - GOODYEAR,"13555 W MCDOWELL RD, GOODYEAR, AZ 85395-2624",602-688-6116,Other,Low
SIMONMED IMAGING - GREENFIELD,"1425 S GREENFIELD RD, MESA, AZ 85206-5529",602-688-6116,Other,Low
SIMONMED IMAGING - HIGLEY,"5424 E SOUTHERN AVE # SUI, MESA, AZ 85206-3621",602-688-6116,Other,Low
SIMONMED IMAGING - KYRENE,"8380 S KYRENE RD, TEMPE, AZ 85284-2120",602-688-6116,Other,Low
SIMONMED IMAGING - LAVEEN,"7205 S 51ST AVE STE 101, LAVEEN, AZ 85339-7399",602-688-6116,Other,Low
SIMONMED IMAGING - LITCHFIELD,"1325 N LITCHFIELD RD STE 1, GOODYEAR, AZ 85395-1213",602-688-6116,Other,Low
SIMONMED IMAGING - MARICOPA,"44555 W EDISON RD, MARICOPA, AZ 85138-6409",602-688-6116,Other,Low
SIMONMED IMAGING - MCCLINTOCK,"6200 S MCCLINTOCK DR STE 114, TEMPE, AZ 85283-3449",602-688-6116,Other,Low
SIMONMED IMAGING - MCKELLIPS,"1345 E MCKELLIPS RD STE 106, MESA, AZ 85203-2721",602-688-6116,Other,Low
SIMONMED IMAGING - MESA DESERT,"1111 S DOBSON RD, MESA, AZ 85202-3902",602-320-3344,Other,Low
SIMONMED IMAGING - METRO II,"3201 W PEORIA AVE, PHOENIX, AZ 85029-4608",602-688-6116,Other,Low
SIMONMED IMAGING - MOUNTAIN VIEW,"9201 E MOUNTAIN VIEW RD, SCOTTSDALE, AZ 85258-5199",602-688-6116,Other,Low
SIMONMED IMAGING - NORTH GILBERT SUPERSTITION,"875 N GREENFIELD RD # SUI, GILBERT, AZ 85234-5044",602-688-6116,Other,Low
SIMONMED IMAGING - ORANGE GROVE,"1845 W ORANGE GROVE RD BLDG 5, TUCSON, AZ 85704-1134",602-688-6116,Other,Low
SIMONMED IMAGING - PALM VALLEY,"13657 W MCDOWELL RD, GOODYEAR, AZ 85395-2601",602-688-6116,Other,Low
SIMONMED IMAGING - PARADISE VALLEY,"4219 E BELL RD, PHOENIX, AZ 85032-3366",602-688-6116,Other,Low
SIMONMED IMAGING - PEORIA PLAZA,"9139 W THUNDERBIRD RD # SU, PEORIA, AZ 85381-4913",602-688-6116,Other,Low
SIMONMED IMAGING - PHOENIX,"2620 N 3RD ST STE 1, PHOENIX, AZ 85004-1153",602-688-6116,Other,Low
SIMONMED IMAGING - PHOENIX HIGH FIELD,"1331 N 7TH ST STE 1, PHOENIX, AZ 85006-2754",602-688-6116,Other,Low
SIMONMED IMAGING - PLAZA DEL RIO,"13090 N 94TH DR, PEORIA, AZ 85381-4256",602-688-6116,Other,Low
SIMONMED IMAGING - PLAZA PALOMINO,"2990 N SWAN RD STE 145, TUCSON, AZ 85712-6026",602-688-6116,Other,Low
SIMONMED IMAGING - PRESCOTT,"790 GAIL GARDNER WAY, PRESCOTT, AZ 86305-2337",602-688-6116,Other,Low
SIMONMED IMAGING - PRESCOTT VALLEY,"3033 N WINDSONG DR # SUI, PRESCOTT VALLEY, AZ 86314-2290",602-688-6116,Other,Low
SIMONMED IMAGING - QUEEN CREEK,"36297 NORTH GANTZEL ROAD, SUIT, QUEEN CREEK, 85240",602-688-6116,Other,Low
SIMONMED IMAGING - RITTENHOUSE,"21115 E RITTENHOUSE RD, QUEEN CREEK, AZ 85142-4838",602-688-6116,Other,Low
SIMONMED IMAGING - ROME TOWERS,"1760 E PECOS RD STE 101, GILBERT, AZ 85295-3201",602-688-6116,Other,Low
SIMONMED IMAGING - SPECTRUM,"2680 S VAL VISTA DR, GILBERT, AZ 85295-2152",602-688-6116,Other,Low
SIMONMED IMAGING - ST MARY'S,"1313 W SAINT MARYS RD, TUCSON, AZ 85745-3112",602-688-6116,Other,Low
SIMONMED IMAGING - STAND UP OPEN MRI,"1110 E MISSOURI AVE STE 410, PHOENIX, AZ 85014-2704",602-688-6116,Other,Low
SIMONMED IMAGING - SUN CITY PEORIA,"9403 W THUNDERBIRD RD, PEORIA, AZ 85381-4825",602-688-6116,Other,Low
SIMONMED IMAGING - SUN CITY WEST,"13624 W CAMINO DEL SOL # SUI, SUN CITY WEST, AZ 85375-3403",602-688-6116,Other,Low
SIMONMED IMAGING - SUN LAKES,"10440 E RIGGS RD STE 11, SUN LAKES, AZ 85248-7751",602-688-6116,Other,Low
SIMONMED IMAGING - SUNLAKES II,"10440 E RIGGS RD STE 1, SUN LAKES, AZ 85248-7751",602-688-6116,Other,Low
SIMONMED IMAGING - SURPRISE STADIUM VILLAGE,"14823 W BELL RD STE 11, SURPRISE, AZ 85374-7607",602-688-6116,Other,Low
SIMONMED IMAGING - THOMPSON PEAK,"7304 E DEER VALLEY RD # SU, SCOTTSDALE, AZ 85255-7450",602-688-6116,Other,Low
SIMONMED IMAGING - THUNDERBIRD I,"5410 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4711",602-688-6116,Other,Low
"SIMONMED IMAGING - THUNDERBIRD II, III & BIOPSY","5410 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4711",602-688-6116,Other,Low
SIMONMED IMAGING - WILMOT,"310 N WILMOT RD STE 3, TUCSON, AZ 85711-2618",602-688-6116,Other,Low
SIMONMED IMAGING - YUMA,"2500 S 8TH AVE STE 1, YUMA, AZ 85364-7118",602-688-6116,Other,Low
SIMONMED IMAGING- THOMAS,"2830 N 3RD ST, PHOENIX, AZ 85004-1042",602-688-6116,Other,Low
SIMONMED IMAGING-19TH AVE & WOMEN'S CENTER,"6707 N 19TH AVE, PHOENIX, AZ 85015-1104",602-688-6116,Other,Low
SIMPLY MOBILE XRAY,"3661 W 12TH LN, YUMA, AZ 85364-9107",928-261-6379,Other,Low
SIMPLY SERENE WELLNESS CENTER,"939 E IMPALA AVE, MESA, AZ 85204-6619",508-615-7980,Other,Low
SISU HEALTHCARE SOLUTIONS,"914 S 52ND ST STE 11, TEMPE, AZ 85281-9500",480-999-4488,Other,Low
"SKI AMBULATORY SURGICAL CENTERS, LLC","7362 W THUNDERBIRD RD # SU, PEORIA, AZ 85381-5028",480-610-6152,Primary Care Office,High
"SKI Ambulatory Surgical Centers, LLC","325 S EUCLID AVE, TUCSON, AZ 85719-6653",520-623-7255,Primary Care Office,High
"SKI AMBULATORY SURGICAL CENTERS, LLC","1100 E UNIVERSITY DR # SU, TEMPE, AZ 85288-8401",480-610-6152,Primary Care Office,High
SKIN SCIENCE,"2777 E CAMELBACK RD, PHOENIX, AZ 85016-4347",480-946-7939,Other,Low
SKIN SCIENCE,"2777 E CAMELBACK RD STE 1, PHOENIX, AZ 85016-4347",480-946-7939,Other,Low
SKY KING DEVELOPMENT LLC,"1017 S GILBERT RD, MESA, AZ 85204-4442",612-206-4711,Other,Low
"SLEEP DIAGNOSTIC & RESEARCH OF ARIZONA, LLC","4558 N 1ST AVE STE 1, TUCSON, AZ 85718-5666",520-398-7455,Other,Low
SLEEP DISORDERS CENTER OF PRESCOTT VALLEY,"3259 N WINDSONG DR # SUI, PRESCOTT VALLEY, AZ 86314-1222",928-772-6422,Other,Low
SMC - ARIZONA,"10207 N SCOTTSDALE RD, SCOTTSDALE, AZ 85253-1424",480-414-2596,Other,Low
SMILING SPIRITS GENERATIONS,"1007 E WARNER RD STE 11, TEMPE, AZ 85284-3242",480-504-2676,Other,Low
"SOBA MESA, LLC","6262 E BROADWAY RD, MESA, AZ 85206-6101",480-664-4053,Other,Low
SOBA RECOVERY CENTER,"6215 E ARBOR AVE, MESA, AZ 85206-6064",480-664-4053,Other,Low
SOBER MOUNTAIN LLC,"580 E OLD LINDEN RD, SHOW LOW, AZ 85901-4817",480-266-5149,Other,Low
SOBERMAN'S ESTATE LLC,"3010 E CLOUD RD BLDG SW, CAVE CREEK, AZ 85331-5621",480-952-2222,Other,Low
SOFI HEALTH CLINIC LLC,"1020 W SOUTHERN AVE, MESA, AZ 85210-4808",661-523-5398,Other,Low
SOJOURNER HEALTH CENTER,"2224 E FILLMORE ST, PHOENIX, AZ 85006-3815",480-222-9294,Hospital,High
Sol Valley Surgery Center,"77 S DOBSON RD STE 2, CHANDLER, AZ 85224-6290",480-530-0111,Primary Care Office,High
"SOLARI, INC","1275 W WASHINGTON ST STE 20, TEMPE, AZ 85288-1858",602-427-4600,Other,Low
SOLEO HEALTH INC,"1757 E BASELINE RD STE 133, GILBERT, AZ 85233-1535",520-762-7254,Other,Low
SOLEO HEALTH INC,"1000 N HUMPHREYS ST STE 210, FLAGSTAFF, AZ 86001-3125",480-296-0222,Other,Low
SOLEO HEALTH INC,"1790 E RIVER RD STE 134, TUCSON, AZ 85718-5958",480-296-0222,Other,Low
SOLEO HEALTH INC,"415 S 48TH ST STE 1, TEMPE, AZ 85281-2357",844-296-0222,Other,Low
SOLIS MAMMOGRAPHY,"11220 N TATUM BLVD, PHOENIX, AZ 85028-1617",602-234-2601,Other,Low
SOLIS MAMMOGRAPHY,"18699 N 67TH AVE, GLENDALE, AZ 85308-7140",623-218-7702,Other,Low
SOLIS MAMMOGRAPHY,"2081 W FRYE RD, CHANDLER, AZ 85224-6278",480-499-9102,Other,Low
SOLIS MAMMOGRAPHY,"1661 E CAMELBACK RD, PHOENIX, AZ 85016-3911",602-234-2601,Other,Low
SONDERCARE BEHAVIORAL HEALTH,"6390 E BROADWAY BLVD STE 10, TUCSON, AZ 85710-3517",520-388-0155,Other,Low
SONO BELLO,"9377 E BELL RD STE 155, SCOTTSDALE, AZ 85260-1503",562-392-0830,Other,Low
SONORA BEHAVIORAL HEALTH - OUTPATIENT SERVICES,"3130 E BROADWAY BLVD, TUCSON, AZ 85716-5863",520-469-8700,Other,Low
SONORAN DESERT SURGERY CENTER,"895 S DOBSON RD STE 3, CHANDLER, AZ 85224-5721",602-445-9214,Primary Care Office,High
Sonoran Endoscopy Center LLC,"950 N MCQUEEN RD STE 101, CHANDLER, AZ 85225-8134",480-542-7000,Other,Low
"SONORAN PAIN CONSULTANTS, PLLC","13090 N 94TH DR, PEORIA, AZ 85381-4256",833-578-7246,Pain Management,Medium
SONORAN SERENITY INC,"3333 N CAMPBELL AVE # SUI, TUCSON, AZ 85719-2357",520-327-0470,Other,Low
Sonoran Vein And Endovascular,"9192 W UNION HILLS DR, PEORIA, AZ 85382-8208",602-374-4101,Other,Low
SOUNDMIND COUNSELING,"2432 W PEORIA AVE, PHOENIX, AZ 85029-4726",480-382-6522,Other,Low
SOUTH COUNTY DIAGNOSTIC SERVICES LLC,"151 S OAK AVE STE 7, SAN LUIS, AZ 85336-0756",928-366-5166,Other,Low
"SOUTH COUNTY DIAGNOSTIC SERVICES, LLC","151 S OAK AVE STE 5, SAN LUIS, AZ 85336-0756",928-662-0416,Other,Low
SOUTH MOUNTAIN POST ACUTE,"8008 S JESSE OWENS PKWY, PHOENIX, AZ 85042-6516",602-243-2748,Skilled Nursing Facility,High
SOUTH PHOENIX INTEGRITY HOUSE,"1612 E SOUTHERN AVE, PHOENIX, AZ 85040-3534",520-907-1437,Other,Low
South Valley Surgical Center,"36453 N GANTZEL RD, SAN TAN VALLEY, AZ 85140-7339",309-202-4484,Primary Care Office,High
SOUTH YUMA DIALYSIS,"7179 E 31ST PL, YUMA, AZ 85365-8392",928-317-0517,Other,Low
"SOUTHEAST VALLEY ENDOSCOPY CENTER, LLC","875 S DOBSON RD, CHANDLER, AZ 85224-5710",480-855-2033,Other,Low
SOUTHERN ARIZONA AIDS FOUNDATION -SAAF HEALTH,"375 S EUCLID AVE, TUCSON, AZ 85719-6644",520-547-6099,Other,Low
SOUTHWEST BEHAVIORAL HEALTH - BHC OP,"2580 HIGHWAY 95 STE 119-12, BULLHEAD CITY, AZ 86442-7328",602-257-9339,Other,Low
SOUTHWEST BEHAVIORAL HEALTH - SAS,"1424 S 7TH AVE, PHOENIX, AZ 85007-3902",602-285-4238,Other,Low
SOUTHWEST BEHAVIORAL HEALTH SERVICES,"7600 E FLORENTINE RD # SUI, PRESCOTT VALLEY, AZ 86314-1313",602-257-9339,Other,Low
SOUTHWEST BEHAVIORAL HEALTH SERVICES FLAGSTAFF,"1515 E CEDAR AVE, FLAGSTAFF, AZ 86004-1600",602-285-4318,Other,Low
SOUTHWEST BEHAVIORAL HEALTH SERVICES OPPORTUNITY C,"2345 W GLENDALE AVE, PHOENIX, AZ 85021-7672",602-265-8338,Other,Low
"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC-CRISIS R","1424 S 7TH AVE, PHOENIX, AZ 85007-3902",602-257-1558,Other,Low
"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC.","11221 N 28TH DR, PHOENIX, AZ 85029-5615",602-285-4318,Other,Low
"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC.","1255 WEST BASELINE, SUITES 104, MESA, AZ 85202",602-257-9339,Other,Low
"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC.","2215 HUALAPAI MOUNTAIN RD, KINGMAN, AZ 86401-8324",602-257-9339,Other,Low
"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC.","809 HANCOCK RD STE 1, BULLHEAD CITY, AZ 86442-5078",602-285-4226,Other,Low
"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC. - BUCKE","26428 W US HIGHWAY 85, BUCKEYE, AZ 85326-5002",602-285-4318,Other,Low
"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC. - CRU 2","1424 S 7TH AVE, PHOENIX, AZ 85007-3902",602-285-4330,Other,Low
"SOUTHWEST BEHAVIORAL HEALTH SERVICES, INC. - EMPOW","302 W AERO DR, PAYSON, AZ 85541-5403",602-257-9339,Other,Low
SOUTHWEST BEHAVIORAL HEALTH SERVICES- PRESCOTT VAL,"7600 E FLORENTINE RD # SUI, PRESCOTT VALLEY, AZ 86314-1313",602-285-4318,Other,Low
SOUTHWEST BEHAVIORAL HEALTH SERVICES-CHANDLER CARE,"777 GALVESTON STREET, CHANDLER, AZ 85225",602-285-4226,Other,Low
SOUTHWEST BEHAVIORAL HEALTH SERVICES-KINGMAN CRISI,"1301 W BEALE ST, KINGMAN, AZ 86401-5434",602-257-9339,Other,Low
SOUTHWEST BEHAVIORAL HEALTH SERVICES-RECOVERY TRAN,"2042 N 35TH AVE, PHOENIX, AZ 85009-2353",602-285-4226,Other,Low
"SOUTHWEST CARDIOVASCULAR INTERVENTIONAL CENTER, LL","7529 E BROADWAY RD STE 104, MESA, AZ 85208-2007",480-690-8989,Cardiology Office,High
SOUTHWEST CENTER,"1101 N CENTRAL AVE # SUI, PHOENIX, AZ 85004-1808",602-307-5330,Other,Low
"Southwest Endoscopy, Llc","2223 E BASELINE RD, GILBERT, AZ 85234-2325",480-289-5266,Other,Low
SOUTHWEST HUMAN DEVELOPMENT,"2850 N 24TH ST 3RD FL, PHOENIX, AZ 85008-1004",602-266-5976,Other,Low
"SOUTHWEST NETWORK, INC - SAN TAN CLINIC","1465 W CHANDLER BLVD, CHANDLER, AZ 85224-6237",480-786-8200,Other,Low
"SOUTHWEST NETWORK, INC. - BELL ROAD CLINIC","9051 W KELTON LN STE 1, PEORIA, AZ 85382-3533",623-815-5700,Other,Low
"SOUTHWEST NETWORK, INC. - CHANDLER CLINIC","3140 N ARIZONA AVE # SUI, CHANDLER, AZ 85225-7165",480-497-4040,Other,Low
"SOUTHWEST NETWORK, INC. - ESTRELLA VISTA SITE","1840 N 95TH AVE, PHOENIX, AZ 85037-4444",602-266-8402,Other,Low
"SOUTHWEST NETWORK, INC. - NORTHERN STAR","2311 W ROYAL PALM RD, PHOENIX, AZ 85021-4924",602-266-8402,Other,Low
"SOUTHWEST NETWORK, INC. - SAGUARO CLINIC","3227 E BELL RD STE 170, PHOENIX, AZ 85032-8710",602-652-3500,Other,Low
"SOUTHWEST THERAPY SPECIALISTS, PC","7540 N 19TH AVE, PHOENIX, AZ 85021-7967",602-249-9129,Other,Low
SOUTHWESTERN EYE CENTER - SIERRA VISTA SURGERY CEN,"75 COLONIA DE SALUD STE A-1, SIERRA VISTA, AZ 85635-2487",520-459-6860,Other,Low
SOUTHWESTERN EYE CENTER-BELL ROAD SURGERY CEN,"4921 E BELL RD STE 102, SCOTTSDALE, AZ 85254-6002",480-892-8400,Other,Low
SOUTHWESTERN EYE CENTER-CASA GRANDE SURGERY,"560 N CAMINO MERCADO, CASA GRANDE, AZ 85122-5759",480-892-8400,Other,Low
SOUTHWESTERN EYE CENTER-COTTONWOOD SURGERY CE,"270 S CANDY LN, COTTONWOOD, AZ 86326-4164",480-892-8400,Other,Low
SOUTHWESTERN EYE CENTER-STAPLEY SURGERY CENTER,"1055 S STAPLEY DR, MESA, AZ 85204-5013",480-892-8400,Primary Care Office,High
SOUTHWOOD PEDIATRIC THERAPY,"1204 E BASELINE RD STE 106, TEMPE, AZ 85283-1447",520-582-0142,Other,Low
SPECIALTY ASSOCIATES,"1851 MESQUITE AVE STE 112, LAKE HAVASU CITY, AZ 86403-5680",928-453-0111,Other,Low
SPECIALTY ASSOCIATES,"1851 MESQUITE AVE STE 21, LAKE HAVASU CITY, AZ 86403-5677",928-854-7540,Other,Low
SPECIALTY ASSOCIATES CARDIOVASCULAR AND THORACIC C,"1851 MESQUITE AVE STE 116, LAKE HAVASU CITY, AZ 86403-5680",928-453-0890,Cardiology Office,High
SPECIALTY ASSOCIATES GASTROENTEROLOGY AND INTERNAL,"1840 MESQUITE AVE STE C, LAKE HAVASU CITY, AZ 86403-5771",928-854-0060,Other,Low
SPECIALTY ASSOCIATES NEUROLOGY,"1851 MESQUITE AVE STE 106, LAKE HAVASU CITY, AZ 86403-5680",928-453-1242,Neurology Office,High
SPECIALTY ASSOCIATES PAIN MANAGEMENT,"1775 MCCULLOCH BLVD N, LAKE HAVASU CITY, AZ 86403-6549",928-453-0696,Pain Management,Medium
SPECIALTY CLINIC,"151 S OAK AVE STE 5, SAN LUIS, AZ 85336-0756",928-662-0416,Primary Care Office,High
SPECIALTY PAIN MANAGEMENT,"275 E COTTONWOOD LN, CASA GRANDE, AZ 85122-2556",480-496-2699,Pain Management,Medium
SPECIALTY PAIN MANAGEMENT,"1466 W ELLIOT RD, GILBERT, AZ 85233-5186",480-496-2699,Pain Management,Medium
"SPECTRA EYE INSTITUTE, LLC","9849 W THUNDERBIRD BLVD, SUN CITY, AZ 85351-2963",623-583-2020,Other,Low
"SPECTRA EYE INSTITUTE, LLC","15401 N 29TH AVE # 201, PHOENIX, AZ 85053-4000",623-583-2020,Other,Low
SPECTRUM HEALTHCARE GROUP INC,"3274 BOB DR, PRESCOTT VALLEY, AZ 86314-8640",877-634-7333,Other,Low
"SPECTRUM HEALTHCARE GROUP, INC","8 E COTTONWOOD ST, COTTONWOOD, AZ 86326-4382",480-801-9066,Other,Low
"SPECTRUM HEALTHCARE GROUP, INC","3633 CROSSINGS DR, PRESCOTT, AZ 86305-7101",928-634-2236,Other,Low
"SPECTRUM HEALTHCARE GROUP, INC","636 N MAIN ST STE A, COTTONWOOD, AZ 86326-3725",480-801-9066,Other,Low
"SPECTRUM HEALTHCARE GROUP, INC","1200 N COUNTRY CLUB RD, TUCSON, AZ 85716-3625",877-634-7333,Other,Low
"SPECTRUM HEALTHCARE GROUP, INC.","651 W MINGUS AVE, COTTONWOOD, AZ 86326-4006",928-634-2236,Other,Low
SPECTRUM MEDICAL CARE CENTER,"52 E MONTEREY WAY STE A, PHOENIX, AZ 85012-2628",602-604-9500,Skilled Nursing Facility,High
SPEEDWAY SURGICAL SPECIALISTS LLC,"6442 E SPEEDWAY BLVD STE 152, TUCSON, AZ 85710-0013",520-777-4090,Other,Low
SPIRIT-MIND-BODY,"9950 W VAN BUREN ST, AVONDALE, AZ 85323-5322",602-877-8107,Other,Low
"Squaw Peak Surgical Facility, Inc","1635 E MYRTLE AVE STE 100, PHOENIX, AZ 85020-5501",602-944-5656,Other,Low
ST JOSEPH'S HOSP AND MED CTR EMERGENCY DEPT - LITC,"4975 N DYSART RD, LITCHFIELD PARK, AZ 85340-3082",602-406-0077,Hospital,High
ST JOSEPH'S RECOVERY CARE CENTER,"240 W THOMAS RD STE B, PHOENIX, AZ 85013-4407",602-406-4652,Skilled Nursing Facility,High
"ST. JOSEPH'S OUTPATIENT SURGERY CENTER, LLC","240 W THOMAS RD STE A, PHOENIX, AZ 85013-4407",602-406-3552,Primary Care Office,High
ST. LUKE'S BEHAVIORAL HEALTH CENTER,"1800 E VAN BUREN ST, PHOENIX, AZ 85006-3742",602-251-8535,Other,Low
ST. VINCENT DE PAUL VIRGINIA G. PIPER MEDICAL & DE,"420 W WATKINS ST, PHOENIX, AZ 85003-2830",602-261-6825,Other,Low
"STAND-UP MRI OF ARIZONA, LLC","8581 W KELTON LN STE 2, PEORIA, AZ 85382-4757",623-815-8500,Other,Low
"STAND-UP MRI OF ARIZONA, LLC","1112 E MCDOWELL RD, PHOENIX, AZ 85006-2629",623-815-8500,Other,Low
Star Surgery Center LLC,"14155 N 83RD AVE STE 14, PEORIA, AZ 85381-5639",623-248-5842,Primary Care Office,High
STARLIGHT PEDIATRICS URGENT CARE,"3507 S MERCY RD, GILBERT, AZ 85297-0441",480-916-4935,Other,Low
STARLIGHT PEDIATRICS URGENT CARE,"1215 N IVY LOOP, CASA GRANDE, AZ 85122-5406",480-371-9784,Other,Low
STEP BY STEP HEALTH AND WELLNESS CENTER,"4515 S MCCLINTOCK DR STE 21, TEMPE, AZ 85282-7376",602-621-7577,Other,Low
STEP UP ARIZONA LLC,"12725 W INDIAN SCHOOL RD, AVONDALE, AZ 85392-9520",602-361-9724,Other,Low
STEVEN V KOZMARY MD LLC,"2767 SILVER CREEK RD, BULLHEAD CITY, AZ 86442-8227",928-704-6741,Other,Low
STI-LITCHFIELD,"1325 N LITCHFIELD RD, GOODYEAR, AZ 85395-1213",623-440-5487,Other,Low
STONEBROOK DIALYSIS,"14671 W MOUNTAIN VIEW BLVD, SURPRISE, AZ 85374-4840",623-232-3382,Other,Low
STONERIDGE CENTER FOR BRAIN AND ADDICTION TREATMEN,"5940 E COPPER HILL DR, PRESCOTT VALLEY, AZ 86314-2860",928-583-7799,Other,Low
STONERIDGE PALLIATIVE CARE LLC,"20860 N TATUM BLVD, PHOENIX, AZ 85050-4274",480-306-8655,Other,Low
"STONEWALL INSTITUTE, L L C","4020 N 20TH ST, PHOENIX, AZ 85016-6028",602-535-6468,Other,Low
STRIPES URGENT CARE,"6820 S KINGS RANCH RD, GOLD CANYON, AZ 85118-2935",480-984-5225,Other,Low
SUCCESS ON THE SPECTRUM OF MESA,"1303 S LONGMORE STE 2, MESA, AZ 85202-9607",480-712-5181,Other,Low
"SUMMIT BEHAVIORAL HEALTH OF ARIZONA, LLC","8183 E FLORENTINE RD, PRESCOTT VALLEY, AZ 86314-8481",928-231-2449,Other,Low
"SUMMIT BHC MESA, LLC","846 N CENTER ST, MESA, AZ 85201-4201",480-464-5764,Other,Low
SUMMIT HEALTHCARE BEHAVIORAL WELLNESS,"2051 EVERGREEN LN STE B, SHOW LOW, AZ 85901-7928",928-537-6345,Other,Low
SUMMIT HEALTHCARE CANCER CENTER,"2500 E HUNT DR STE H, SHOW LOW, AZ 85901-7954",928-537-6937,Oncology Office,Low
